municipio,bairro,categoria_macro,quantidade
VILA VELHA,VISTA DA PENHA,patrimonial,5
VILA VELHA,XURY,objetos,5
VILA VELHA,XURY,patrimonial,5
VILA VELHA,ZONA NAO IDENTIFICADA I,patrimonial,5
VILA VELHA,ZUMBI DOS PALMARES,violencia_social,5
VITORIA,ANDORINHAS,violencia_social,5
VITORIA,BENTO FERREIRA,violencia_social,5
VITORIA,DA PENHA,objetos,5
VITORIA,ESTRELINHA,violencia_social,5
VITORIA,FONTE GRANDE,patrimonial,5
VITORIA,GURIGICA,objetos,5
VITORIA,ILHA DO BOI,objetos,5
VITORIA,ILHA DO FRADE,patrimonial,5
VITORIA,INHANGUETA,objetos,5
VITORIA,INHANGUETA,violencia_social,5
VITORIA,JOANA DARC,violencia_social,5
VITORIA,MATA DA PRAIA,violencia_social,5
VITORIA,SANTA LUIZA,violencia_social,5
VITORIA,TABUAZEIRO,objetos,5
AFONSO CLAUDIO,CENTRO,objetos,4
AFONSO CLAUDIO,GRAMA,violencia_social,4
AFONSO CLAUDIO,PIRACEMA,patrimonial,4
AFONSO CLAUDIO,PONTOES,patrimonial,4
AFONSO CLAUDIO,SAO VICENTE,patrimonial,4
AGUA DOCE DO NORTE,GOVERNADOR LACERDA,violencia_social,4
AGUA DOCE DO NORTE,SANTO AGOSTINHO,patrimonial,4
AGUA DOCE DO NORTE,ZONA RURAL,violencia_social,4
AGUIA BRANCA,CORREGO AGUAS CLARAS,patrimonial,4
ALEGRE,CELINA,patrimonial,4
ALEGRE,CLERIO MOULIM,violencia_social,4
ALEGRE,GUARAREMA,violencia_social,4
ALEGRE,VILA DO SUL,objetos,4
ALFREDO CHAVES,PARQUE RESIDENCIAL ALFREDO CHAVES,violencia_social,4
ALFREDO CHAVES,RIBEIRAO DO CRISTO,patrimonial,4
ANCHIETA,ANCHIETA,patrimonial,4
ANCHIETA,IRIRI,objetos,4
ANCHIETA,MAIMBA,patrimonial,4
ANCHIETA,OUTRO LOCAL,objetos,4
ANCHIETA,PRAIA DE UBU,violencia_social,4
APIACA,CENTRO,violencia_social,4
ARACRUZ,BARRA DO SAHY,objetos,4
ARACRUZ,COQUEIRAL,digital,4
ARACRUZ,GUANABARA,violencia_social,4
ARACRUZ,GUARANA,patrimonial,4
ARACRUZ,GUAXINDIBA,violencia_social,4
ARACRUZ,ITAPARICA,patrimonial,4
ARACRUZ,ITAPUTERA,patrimonial,4
ARACRUZ,JEQUITIBA,violencia_social,4
ARACRUZ,NOVA CONQUISTA,patrimonial,4
ARACRUZ,NOVO JEQUITIBA,violencia_social,4
ARACRUZ,SANTA CRUZ,patrimonial,4
ARACRUZ,SANTA ROSA,violencia_social,4
ARACRUZ,ZONA RURAL,violencia_social,4
ATILIO VIVACQUA,CORREGO DA FAMA,patrimonial,4
ATILIO VIVACQUA,NITEROI,patrimonial,4
BAIXO GUANDU,OUTRO LOCAL,objetos,4
BAIXO GUANDU,OUTRO LOCAL,violencia_social,4
BAIXO GUANDU,SANTA MONICA,objetos,4
BAIXO GUANDU,SAO VICENTE,objetos,4
BAIXO GUANDU,VALPARAISO,patrimonial,4
BARRA DE SAO FRANCISCO,BAIRRO CRUZEIRO,violencia_social,4
BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,objetos,4
BARRA DE SAO FRANCISCO,BAIRRO VILA LUCIENE,patrimonial,4
BOA ESPERANCA,BOA VISTA,violencia_social,4
BOA ESPERANCA,NOVA CIDADE,violencia_social,4
BOA ESPERANCA,VILA TAVARES,objetos,4
BOM JESUS DO NORTE,BELVEDERE,violencia_social,4
BOM JESUS DO NORTE,LOTEAMENTO GRANDE VITORIA,violencia_social,4
BOM JESUS DO NORTE,LOTEAMENTO SILVANA,objetos,4
BREJETUBA,CENTRO,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,ALTO NOVO PARQUE,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,ARARIGUABA,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,BURARAMA,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,CENTRAL PARQUE,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,GUANDU,objetos,4
CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA DE FATIMA,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,objetos,4
CACHOEIRO DE ITAPEMIRIM,OTTON MARINS,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,OUTRO LOCAL,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,PACOTUBA,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,PARAISO,objetos,4
CACHOEIRO DE ITAPEMIRIM,RUI PINTO BANDEIRA,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,SAFRA,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,SANTO ANTONIO,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,SAO FRANCISCO DE ASSIS,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,SAO GERALDO,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,SAO LUCAS,patrimonial,4
CACHOEIRO DE ITAPEMIRIM,SAO LUIZ GONZAGA,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,SUMARE,violencia_social,4
CACHOEIRO DE ITAPEMIRIM,VILA RICA,objetos,4
CARIACICA,BOA SORTE,objetos,4
CARIACICA,CANGAIBA,patrimonial,4
CARIACICA,ITAPEMIRIM,objetos,4
CARIACICA,JARDIM DE ALAH,violencia_social,4
CARIACICA,NOVO HORIZONTE,objetos,4
CARIACICA,OPERARIO,objetos,4
CARIACICA,OPERARIO,violencia_social,4
CARIACICA,PARQUE GRAMADO,objetos,4
CARIACICA,PIRANEMA,objetos,4
CARIACICA,PRESIDENTE MEDICE,objetos,4
CARIACICA,SAO CONRADO,violencia_social,4
CARIACICA,SAO FRANCISCO,digital,4
CARIACICA,SAO GERALDO,digital,4
CARIACICA,SAO GERALDO II,patrimonial,4
CARIACICA,SOTELANDIA,patrimonial,4
CARIACICA,SOTEMA,objetos,4
CARIACICA,TABAJARA,violencia_social,4
CARIACICA,TIRADENTES,objetos,4
CARIACICA,VALE DOS REIS,violencia_social,4
CARIACICA,VERA CRUZ,digital,4
CARIACICA,VILA INDEPENDENCIA,objetos,4
CARIACICA,VILA ISABEL,objetos,4
CASTELO,ESPLANADA,violencia_social,4
CASTELO,OUTRO LOCAL,patrimonial,4
CASTELO,SANTA BARBARA,patrimonial,4
CASTELO,SANTA BARBARA,violencia_social,4
CASTELO,SAO MIGUEL,violencia_social,4
CASTELO,VILA BARBOSA,violencia_social,4
CASTELO,VOLTA REDONDA,violencia_social,4
COLATINA,ADELIA GIUBERTTI,patrimonial,4
COLATINA,BARBADOS,patrimonial,4
COLATINA,BAUNILHA,patrimonial,4
COLATINA,MARIA DAS GRACAS,digital,4
COLATINA,MARISTA,patrimonial,4
COLATINA,NOSSA SENHORA APARECIDA,violencia_social,4
COLATINA,NOSSA SENHORA DA PENHA,patrimonial,4
COLATINA,OPERARIO,objetos,4
COLATINA,POR DO SOL,patrimonial,4
COLATINA,SANTA HELENA,violencia_social,4
COLATINA,SAO BRAZ,patrimonial,4
COLATINA,SAO JOAO PEQUENO,patrimonial,4
COLATINA,SAO MARCOS,objetos,4
COLATINA,SAO SILVANO,objetos,4
COLATINA,SAO VICENTE,objetos,4
COLATINA,VILA AMELIA,digital,4
COLATINA,VILA REAL,patrimonial,4
COLATINA,VILA REAL,violencia_social,4
COLATINA,VISTA DA SERRA,violencia_social,4
CONCEICAO DA BARRA,ANTONIO LOPEZ,patrimonial,4
CONCEICAO DA BARRA,ANTONIO LOPEZ,violencia_social,4
CONCEICAO DA BARRA,ITAUNAS,violencia_social,4
CONCEICAO DA BARRA,NOVA BETHANIA,patrimonial,4
CONCEICAO DA BARRA,NOVO HORIZONTE,violencia_social,4
CONCEICAO DA BARRA,ZONA RURAL,patrimonial,4
CONCEICAO DO CASTELO,CENTRO,violencia_social,4
CONCEICAO DO CASTELO,NICOLAU DE VARGAS E SILVA,patrimonial,4
DIVINO DE SAO LOURENCO,CENTRO,patrimonial,4
DIVINO DE SAO LOURENCO,PENHA,violencia_social,4
DOMINGOS MARTINS,CENTRO,violencia_social,4
DORES DO RIO PRETO,ZONA RURAL,objetos,4
ECOPORANGA,DIVINO ESPIRITO SANTO,violencia_social,4
ECOPORANGA,VILA NOVA,violencia_social,4
FUNDAO,OUTRO LOCAL,patrimonial,4
FUNDAO,ZONA RURAL,patrimonial,4
GOVERNADOR LINDENBERG,NOVO BRASIL,violencia_social,4
GUACUI,BALANCA,violencia_social,4
GUACUI,SAO MIGUEL,patrimonial,4
GUACUI,SAO MIGUEL,violencia_social,4
GUARAPARI,AEROPORTO,violencia_social,4
GUARAPARI,AMARELO,patrimonial,4
GUARAPARI,CONDADOS DE GUARAPARI,violencia_social,4
GUARAPARI,LAGOA FUNDA,objetos,4
GUARAPARI,LAMEIRAO,patrimonial,4
GUARAPARI,OLARIA,violencia_social,4
GUARAPARI,PALMEIRAS,violencia_social,4
GUARAPARI,PATURA,violencia_social,4
GUARAPARI,TARTARUGA,objetos,4
GUARAPARI,ZONA RURAL,patrimonial,4
IBATIBA,SAO JOSE,violencia_social,4
IBIRACU,ERICINA,patrimonial,4
ICONHA,JARDIM JANDYRA,violencia_social,4
IRUPI,SANTA CRUZ,patrimonial,4
ITAGUACU,OTTO LUIZ HOFFMAN,violencia_social,4
ITAGUACU,ZONA RURAL,patrimonial,4
ITAPEMIRIM,CORREGO DO OURO,patrimonial,4
ITAPEMIRIM,GRAUNA,patrimonial,4
ITAPEMIRIM,GRAUNA,violencia_social,4
ITAPEMIRIM,JOACIMA,patrimonial,4
ITAPEMIRIM,OUTRO LOCAL,objetos,4
ITAPEMIRIM,OUTRO LOCAL,violencia_social,4
ITARANA,COHAB,violencia_social,4
IUNA,NOSSA SENHORA DA PENHA,patrimonial,4
IUNA,SANTISSIMA TRINDADE,patrimonial,4
JAGUARE,JIRAU,objetos,4
JAGUARE,NOVO TEMPO,patrimonial,4
JAGUARE,OUTRO LOCAL,violencia_social,4
JAGUARE,PALMITO,violencia_social,4
JERONIMO MONTEIRO,CENTRO,objetos,4
JERONIMO MONTEIRO,OUTRO LOCAL,patrimonial,4
JERONIMO MONTEIRO,SANTO ANTONIO,patrimonial,4
JERONIMO MONTEIRO,VILA CRUZEIRO,violencia_social,4
JOAO NEIVA,SAO BRAS,violencia_social,4
LARANJA DA TERRA,CENTRO,patrimonial,4
LARANJA DA TERRA,SOBREIRO,patrimonial,4
LINHARES,BNH,objetos,4
LINHARES,BOA VISTA,violencia_social,4
LINHARES,FARIAS,violencia_social,4
LINHARES,JARDIM LAGUNA,objetos,4
LINHARES,MOVELAR,violencia_social,4
MANTENOPOLIS,CENTRO,digital,4
MANTENOPOLIS,IPIRANGA,violencia_social,4
MANTENOPOLIS,SAO JOSE,violencia_social,4
MANTENOPOLIS,SAO JOSE DE MANTENOPOLIS,digital,4
MARATAIZES,BREJO DOS PATOS,patrimonial,4
MARATAIZES,LAGOA DO SIRI,violencia_social,4
MARECHAL FLORIANO,ALTO NOVA ALMEIDA,patrimonial,4
MARECHAL FLORIANO,OUTRO LOCAL,patrimonial,4
MARECHAL FLORIANO,SANTA MARIA,violencia_social,4
MARECHAL FLORIANO,VALE DAS PALMAS,patrimonial,4
MARILANDIA,INDUSTRIAL,patrimonial,4
MIMOSO DO SUL,ITAPOA,violencia_social,4
MIMOSO DO SUL,SAO JOSE DAS TORRES,patrimonial,4
MONTANHA,CENTRO,objetos,4
MONTANHA,FUNDAO,patrimonial,4
MUCURICI,ALTO BONITO,violencia_social,4
MUCURICI,OUTRO LOCAL,patrimonial,4
MUNIZ FREIRE,MENINO JESUS,patrimonial,4
MUNIZ FREIRE,ZONA RURAL,violencia_social,4
MUQUI,BOA ESPERANCA,patrimonial,4
MUQUI,SAO PEDRO,patrimonial,4
MUQUI,SAO PEDRO,violencia_social,4
MUQUI,ZONA RURAL,violencia_social,4
NOVA VENECIA,BONFIM,violencia_social,4
NOVA VENECIA,CEDROLANDIA,patrimonial,4
NOVA VENECIA,CENTRO,violencia_social,4
NOVA VENECIA,COQUEIRAL,patrimonial,4
NOVA VENECIA,GUARAREMA,patrimonial,4
NOVA VENECIA,IOLANDA,violencia_social,4
PANCAS,VILA NOVA,patrimonial,4
PEDRO CANARIO,CANARINHA,patrimonial,4
PEDRO CANARIO,LIONORIO I,violencia_social,4
PINHEIROS,JUNDIA,patrimonial,4
PINHEIROS,JUNDIA,violencia_social,4
PINHEIROS,SAO JOAO DO SOBRADO,patrimonial,4
PINHEIROS,SAO JOAO DO SOBRADO,violencia_social,4
PIUMA,CEU AZUL,patrimonial,4
PIUMA,ITAPUTANGA,objetos,4
PIUMA,LAGO AZUL,patrimonial,4
PIUMA,LAGO AZUL,violencia_social,4
PIUMA,NITEROI,objetos,4
PIUMA,PRAIA DE ACAIACA,objetos,4
PONTO BELO,MORUMBI,violencia_social,4
PONTO BELO,ZONA RURAL,patrimonial,4
RIO BANANAL,SAO JORGE DO TIRADENTES,violencia_social,4
RIO BANANAL,ZONA RURAL,objetos,4
RIO NOVO DO SUL,CENTRO,violencia_social,4
RIO NOVO DO SUL,SANTO ANTONIO,patrimonial,4
SANTA LEOPOLDINA,CENTRO,objetos,4
SANTA MARIA DE JETIBA,VILA ITALIANOS,violencia_social,4
SANTA MARIA DE JETIBA,VILA NOVA,objetos,4
SANTA MARIA DE JETIBA,VILA NOVA,violencia_social,4
SANTA TERESA,ALTO CALDEIRAO,patrimonial,4
SANTA TERESA,ALVORADA,violencia_social,4
SANTA TERESA,DOIS PINHEIROS,patrimonial,4
SANTA TERESA,SANTO ANTONIO DO CANAA,patrimonial,4
SANTA TERESA,SANTO ANTONIO DO CANAA,violencia_social,4
SANTA TERESA,SAO LOURENCO,patrimonial,4
SANTA TERESA,VILA NOVA,violencia_social,4
SAO DOMINGOS DO NORTE,CAIXA DAGUA,violencia_social,4
SAO DOMINGOS DO NORTE,ZONA RURAL,patrimonial,4
SAO GABRIEL DA PALHA,APARECIDA,violencia_social,4
SAO GABRIEL DA PALHA,GUSTAVO BOONE,patrimonial,4
SAO GABRIEL DA PALHA,JARDIM DE INFANCIA,patrimonial,4
SAO GABRIEL DA PALHA,POPULARES,patrimonial,4
SAO GABRIEL DA PALHA,SANTA HELENA,patrimonial,4
SAO GABRIEL DA PALHA,SANTA TEREZINHA,patrimonial,4
SAO GABRIEL DA PALHA,ZONA RURAL,objetos,4
SAO JOSE DO CALCADO,SIZENALDO DE SA VIANA,violencia_social,4
SAO JOSE DO CALCADO,ZONA RURAL,patrimonial,4
SAO MATEUS,AVIACAO,violencia_social,4
SAO MATEUS,COHAB,patrimonial,4
SAO MATEUS,JAMBEIRO,violencia_social,4
SAO MATEUS,MARIRICU,violencia_social,4
SAO MATEUS,MORADA DO LAGO,violencia_social,4
SAO MATEUS,NOVO HORIZONTE,patrimonial,4
SAO MATEUS,NOVO HORIZONTE,violencia_social,4
SAO MATEUS,PEDRA DAGUA,patrimonial,4
SAO MATEUS,RESIDENCIAL PARQUE WASHIGTON,violencia_social,4
SAO MATEUS,SAO PEDRO,violencia_social,4
SAO MATEUS,VILA NOVA,patrimonial,4
SAO MATEUS,ZONA RURAL,objetos,4
SAO ROQUE DO CANAA,SAO JACINTO,violencia_social,4
SERRA,ALTEROSAS,violencia_social,4
SERRA,BICANGA,digital,4
SERRA,CAMPINHO DA SERRA II,patrimonial,4
SERRA,CIDADE NOVA DA SERRA,patrimonial,4
SERRA,COLINA DE LARANJEIRAS,digital,4
SERRA,JARDIM LIMOEIRO,digital,4
SERRA,MARIA NIOBE,patrimonial,4
SERRA,MARINGA,objetos,4
SERRA,NOVO PORTO CANOA,digital,4
SERRA,OURIMAR,objetos,4
SERRA,PALMEIRAS,violencia_social,4
SERRA,PARQUE DAS GAIVOTAS,objetos,4
SERRA,PLANICIE DA SERRA,violencia_social,4
SERRA,PRAIA DA BALEIA,objetos,4
SERRA,PRAIA DE CARAPEBUS,violencia_social,4
SERRA,REIS MAGOS,patrimonial,4
SERRA,ROSARIO DE FATIMA,violencia_social,4
SERRA,SANTO ANTONIO,patrimonial,4
SERRA,SANTO ANTONIO,violencia_social,4
SERRA,SAO DOMINGOS,digital,4
SERRA,SAO JOAO,patrimonial,4
SERRA,SAO LOURENCO,violencia_social,4
SERRA,SERRA CENTRO,violencia_social,4
SERRA,SERRA DOURADA II,digital,4
SERRA,VISTA DA SERRA II,objetos,4
SOORETAMA,OUTRO LOCAL,violencia_social,4
VARGEM ALTA,CASTELINHO,violencia_social,4
VARGEM ALTA,OUTRO LOCAL,patrimonial,4
VARGEM ALTA,SAO JOSE DE FRUTEIRA,patrimonial,4
VENDA NOVA DO IMIGRANTE,BANANEIRAS,patrimonial,4
VENDA NOVA DO IMIGRANTE,CENTRO,violencia_social,4
VENDA NOVA DO IMIGRANTE,MINETE,patrimonial,4
VENDA NOVA DO IMIGRANTE,MINETE,violencia_social,4
VENDA NOVA DO IMIGRANTE,SAO JOAO DE VICOSA,violencia_social,4
VENDA NOVA DO IMIGRANTE,VILA DA MATA,violencia_social,4
VIANA,CAMPO VERDE,violencia_social,4
VIANA,CANAA,violencia_social,4
VIANA,CAXIAS DO SUL,patrimonial,4
VIANA,CENTRO,objetos,4
VIANA,SOTECO,violencia_social,4
VIANA,UNIVERSAL,objetos,4
VIANA,VILA NOVA,violencia_social,4
VILA VALERIO,SANTA RITA,patrimonial,4
VILA VALERIO,ZONA RURAL,objetos,4
VILA VELHA,BOA VISTA II,objetos,4
VILA VELHA,BRISAMAR,objetos,4
VILA VELHA,CAVALIERE,patrimonial,4
VILA VELHA,CAVALIERE,violencia_social,4
VILA VELHA,COBI DE CIMA,objetos,4
VILA VELHA,DOM JOAO BATISTA,objetos,4
VILA VELHA,DOM JOAO BATISTA,violencia_social,4
VILA VELHA,ILHA DA CONCEICAO,violencia_social,4
VILA VELHA,JARDIM ASTECA,objetos,4
VILA VELHA,JARDIM DO VALE,objetos,4
VILA VELHA,JARDIM GUADALAJARA,objetos,4
VILA VELHA,JARDIM GUARANHUNS,objetos,4
VILA VELHA,RESIDENCIAL JABAETE,objetos,4
VILA VELHA,SANTA MONICA POPULAR,violencia_social,4
VILA VELHA,SANTA PAULA II,violencia_social,4
VILA VELHA,SANTOS DUMONT,violencia_social,4
VITORIA,CONSOLACAO,violencia_social,4
VITORIA,DE LOURDES,violencia_social,4
VITORIA,DO MOSCOSO,patrimonial,4
VITORIA,JESUS DE NAZARETH,violencia_social,4
VITORIA,NAZARETH,patrimonial,4
VITORIA,RESISTENCIA,objetos,4
VITORIA,SANTA CECILIA,objetos,4
VITORIA,SANTA CLARA,patrimonial,4
VITORIA,SANTA MARTHA,digital,4
VITORIA,SAO JOSE,violencia_social,4
VITORIA,SAO PEDRO,digital,4
VITORIA,VILA RUBIM,violencia_social,4
AFONSO CLAUDIO,EMPOSSADO,objetos,3
AFONSO CLAUDIO,JOSE VALIM,violencia_social,3
AFONSO CLAUDIO,SAO FRANCISCO,violencia_social,3
AFONSO CLAUDIO,VILA NOVA,violencia_social,3
AGUA DOCE DO NORTE,OUTRO LOCAL,objetos,3
AGUA DOCE DO NORTE,VILA NELITA,violencia_social,3
AGUIA BRANCA,APARECIDA,violencia_social,3
AGUIA BRANCA,CRISTO REI,violencia_social,3
AGUIA BRANCA,OUTRO LOCAL,violencia_social,3
ALEGRE,CAMPO AVIACAO,patrimonial,3
ALEGRE,CAMPO AVIACAO,violencia_social,3
ALEGRE,CHARQUEADA,violencia_social,3
ALEGRE,GUARAREMA,objetos,3
ALEGRE,ZONA RURAL,patrimonial,3
ALFREDO CHAVES,IMIGRANTE,objetos,3
ALFREDO CHAVES,OUTRO LOCAL,violencia_social,3
ALFREDO CHAVES,ZONA RURAL,violencia_social,3
ALTO RIO NOVO,MONTE CARMELO,violencia_social,3
ALTO RIO NOVO,OUTRO LOCAL,patrimonial,3
ANCHIETA,ANCHIETA,violencia_social,3
ANCHIETA,BAIXO PONGAL,violencia_social,3
ANCHIETA,BOA VISTA,violencia_social,3
ANCHIETA,CENTRO,digital,3
ANCHIETA,JOAO XXIII,patrimonial,3
ANCHIETA,JOAO XXIII,violencia_social,3
ANCHIETA,JUSTICA,patrimonial,3
ANCHIETA,JUSTICA II,patrimonial,3
ANCHIETA,MAIMBA,violencia_social,3
ANCHIETA,PONTA DOS CASTELHANOS,patrimonial,3
ANCHIETA,PONTA DOS CASTELHANOS,violencia_social,3
ANCHIETA,PORTAL DE ANCHIETA,patrimonial,3
ANCHIETA,PORTO DE CIMA,patrimonial,3
ANCHIETA,PRAIA DO COQUEIRO,patrimonial,3
ANCHIETA,VILA RESIDENCIAL ANCHIETA,patrimonial,3
ANCHIETA,ZONA RURAL,patrimonial,3
ANCHIETA,ZONA RURAL,violencia_social,3
APIACA,BOA VISTA,violencia_social,3
ARACRUZ,BOA VISTA,patrimonial,3
ARACRUZ,COHAB II,patrimonial,3
ARACRUZ,DECARLI,objetos,3
ARACRUZ,GUAXINDIBA,objetos,3
ARACRUZ,ITAPUTERA,objetos,3
ARACRUZ,MOROBA,patrimonial,3
ARACRUZ,PLANALTO,patrimonial,3
ARACRUZ,PRAIA FORMOSA,violencia_social,3
ARACRUZ,PRAIA SAUE,violencia_social,3
ARACRUZ,SANTA LUZIA,violencia_social,3
ARACRUZ,SAO CAMILO,patrimonial,3
ARACRUZ,SAUE,patrimonial,3
ATILIO VIVACQUA,OUTRO LOCAL,patrimonial,3
ATILIO VIVACQUA,ZONA RURAL,patrimonial,3
BAIXO GUANDU,ALTO GUANDU,violencia_social,3
BAIXO GUANDU,ALTO MUTUM PRETO,patrimonial,3
BAIXO GUANDU,MASCARENHAS,patrimonial,3
BAIXO GUANDU,MAUA,objetos,3
BAIXO GUANDU,ROSARIO I,patrimonial,3
BAIXO GUANDU,ROSARIO I,violencia_social,3
BAIXO GUANDU,VALPARAISO,violencia_social,3
BAIXO GUANDU,VILA NOVA DO BANANAL,patrimonial,3
BARRA DE SAO FRANCISCO,BAIRRO COLINA,objetos,3
BARRA DE SAO FRANCISCO,CACHOEIRINHA DE ITAUNA,patrimonial,3
BARRA DE SAO FRANCISCO,MONTE SENIR,violencia_social,3
BARRA DE SAO FRANCISCO,MORRO DA COLINA,violencia_social,3
BARRA DE SAO FRANCISCO,SANTO ANTONIO,patrimonial,3
BOA ESPERANCA,NOVA CIDADE,patrimonial,3
BOA ESPERANCA,VILA FERNANDES,violencia_social,3
BOA ESPERANCA,ZONA RURAL,objetos,3
BOA ESPERANCA,ZONA RURAL,patrimonial,3
BREJETUBA,CORREGO GRANDE,violencia_social,3
BREJETUBA,OUTRO LOCAL,patrimonial,3
BREJETUBA,SAO JORGE,violencia_social,3
BREJETUBA,SERTAOZINHO,patrimonial,3
BREJETUBA,SERTAOZINHO,violencia_social,3
CACHOEIRO DE ITAPEMIRIM,ALVARO TAVARES,patrimonial,3
CACHOEIRO DE ITAPEMIRIM,AMARELO,violencia_social,3
CACHOEIRO DE ITAPEMIRIM,BASILEIA,violencia_social,3
CACHOEIRO DE ITAPEMIRIM,BOM PASTOR,patrimonial,3
CACHOEIRO DE ITAPEMIRIM,CAICARA,objetos,3
CACHOEIRO DE ITAPEMIRIM,CAMPO DA LEOPOLDINA,violencia_social,3
CACHOEIRO DE ITAPEMIRIM,CONDURU,objetos,3
CACHOEIRO DE ITAPEMIRIM,CORAMARA,objetos,3
CACHOEIRO DE ITAPEMIRIM,CORONEL BORGES,violencia_social,3
CACHOEIRO DE ITAPEMIRIM,DOUTOR GILBERTO MACHADO,patrimonial,3
CACHOEIRO DE ITAPEMIRIM,ILHA DA LUZ,violencia_social,3
CACHOEIRO DE ITAPEMIRIM,JARDIM AMERICA,patrimonial,3
CACHOEIRO DE ITAPEMIRIM,SAO JOAQUIM,objetos,3
CACHOEIRO DE ITAPEMIRIM,SAO LUCAS,objetos,3
CACHOEIRO DE ITAPEMIRIM,SUMARE,objetos,3
CACHOEIRO DE ITAPEMIRIM,TEIXEIRA LEITE,patrimonial,3
CACHOEIRO DE ITAPEMIRIM,TIJUCA,violencia_social,3
CACHOEIRO DE ITAPEMIRIM,VALAO,objetos,3
CACHOEIRO DE ITAPEMIRIM,VARGEM GRANDE DO SOTURNO,patrimonial,3
CACHOEIRO DE ITAPEMIRIM,ZONA RURAL,patrimonial,3
CACHOEIRO DE ITAPEMIRIM,ZUMBI,objetos,3
CARIACICA,ALICE COUTINHO,objetos,3
CARIACICA,ALTO DA BOA VISTA,objetos,3
CARIACICA,ALZIRA RAMOS,violencia_social,3
CARIACICA,ANTONIO FERREIRA BORGES,objetos,3
CARIACICA,BUBU,objetos,3
CARIACICA,MARACANA,violencia_social,3
CARIACICA,NOVA CAMPO GRANDE,objetos,3
CARIACICA,NOVA ROSA DA PENHA,digital,3
CARIACICA,PARQUE GRAMADO,violencia_social,3
CARIACICA,PLANETA,violencia_social,3
CARIACICA,PROLAR,objetos,3
CARIACICA,PROLAR,violencia_social,3
CARIACICA,SANTA PAULA,objetos,3
CARIACICA,SANTO ANTONIO,objetos,3
CARIACICA,SAO BENEDITO,objetos,3
CARIACICA,SAO BENEDITO,patrimonial,3
CARIACICA,SAO GERALDO II,violencia_social,3
CARIACICA,SAO JOAO BATISTA,patrimonial,3
CARIACICA,SOTELANDIA,objetos,3
CARIACICA,VASCO DA GAMA,violencia_social,3
CARIACICA,VILA ISABEL,violencia_social,3
CARIACICA,VISTA LINDA,violencia_social,3
CASTELO,ARACUI,digital,3
CASTELO,CORUMBA,patrimonial,3
CASTELO,ESPLANADA,patrimonial,3
CASTELO,ESTRELA DO NORTE,patrimonial,3
CASTELO,EXPOSICAO,patrimonial,3
CASTELO,NITEROI,objetos,3
CASTELO,NITEROI,patrimonial,3
CASTELO,VILA BARBOSA,patrimonial,3
CASTELO,VILA IZABEL,patrimonial,3
CASTELO,VILA NOVA,patrimonial,3
CASTELO,ZONA RURAL,digital,3
COLATINA,AEROPORTO,violencia_social,3
COLATINA,ANGELO FRECHIANI,patrimonial,3
COLATINA,ANTONIO DAMIANI,patrimonial,3
COLATINA,BELA VISTA,objetos,3
COLATINA,COLUMBIA,objetos,3
COLATINA,FIORAVANTE MARINO,violencia_social,3
COLATINA,FRANCISCO SIMONASSI,violencia_social,3
COLATINA,MARIA DAS GRACAS II,patrimonial,3
COLATINA,NOSSA SENHORA APARECIDA,digital,3
COLATINA,NOSSA SENHORA APARECIDA,objetos,3
COLATINA,PADRE JOSE DE ANCHIETA,violencia_social,3
COLATINA,PERPETUO SOCORRO,objetos,3
COLATINA,POR DO SOL,violencia_social,3
COLATINA,SAGRADO CORACAO DE JESUS,patrimonial,3
COLATINA,SANTA MONICA,patrimonial,3
COLATINA,SANTA TEREZINHA,patrimonial,3
COLATINA,SANTOS DUMONT,digital,3
COLATINA,SAO PEDRO,digital,3
CONCEICAO DA BARRA,CENTRO,digital,3
CONCEICAO DA BARRA,FLORESTA,violencia_social,3
CONCEICAO DA BARRA,MARCILIO DIAS II,patrimonial,3
CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,digital,3
CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,violencia_social,3
CONCEICAO DA BARRA,SAO THIAGO,patrimonial,3
CONCEICAO DA BARRA,VILA DOS PESCADORES,violencia_social,3
CONCEICAO DO CASTELO,ARTHUR SOARES,patrimonial,3
CONCEICAO DO CASTELO,CENTRO,digital,3
CONCEICAO DO CASTELO,OUTRO LOCAL,patrimonial,3
CONCEICAO DO CASTELO,PEDRO RIGO,violencia_social,3
DIVINO DE SAO LOURENCO,ZONA RURAL,violencia_social,3
