_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,TIPO OBJETO,AÇÃO OBJETO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL,TIPO,MARCA,MODELO,COR VEÍCULO
80,56780382,2025-02-01T00:00:00,15:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,GUARAPARI,SAO JOAO,ZONA RURAL,RESIDÊNCIA,AUTOMÓVEL,FIAT,UNO MILLE IE,VERMELHO
81,56780588,2025-02-01T00:00:00,13:40:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,CENTRO VILA VELHA,RUA PRES LIMA,VIA PÚBLICA,S/I,OGGI,ARO 29,S/I
82,56780588,2025-02-01T00:00:00,13:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,CENTRO VILA VELHA,RUA PRES LIMA,VIA PÚBLICA,S/I,MOTOROLA,MOTO G71,S/I
83,56782423,2025-02-01T00:00:00,16:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,SERRA,SAO MARCOS I,S/I,COMÉRCIO,S/I,SAMSUNG,GALAXY A04E,S/I
84,56782446,2025-02-01T00:00:00,Indeterminada,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,GUARAPARI,MUQUICABA,AV. JOSÉ ALCANTARA BURGIGNHON,COMÉRCIO,S/I,ECOS,ARO 29,S/I
85,56782516,2025-02-01T00:00:00,23:05:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,JABURUNA,S/I,VIA PÚBLICA,S/I,APPLE,12 PRO MAX,S/I
86,56782827,2025-02-01T00:00:00,12:58:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,VITORIA,JARDIM CAMBURI,RUA FILOGONIO MOTTA,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 TITAN,CINZA
87,56783207,2025-02-01T00:00:00,19:00:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,S/I,VIA PÚBLICA,S/I,TROY MOUNTAIN,GRF/PTO,S/I
88,56783207,2025-02-01T00:00:00,19:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,S/I,VIA PÚBLICA,S/I,OUTROS,REDMI NOTE 9,S/I
89,56784024,2025-02-01T00:00:00,21:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,R. FERNANDO MONTEIRO LINDENBERG,VIA PÚBLICA,S/I,APPLE,12,S/I
90,56784024,2025-02-01T00:00:00,21:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,R. FERNANDO MONTEIRO LINDENBERG,VIA PÚBLICA,S/I,APPLE,X10,S/I
91,56784885,2025-02-01T00:00:00,23:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR: TRANSPORTE POR APP,ES,VILA VELHA,ATAIDE,S/I,VIA PÚBLICA,S/I,MOTOROLA,MOTO G 52,S/I
92,56784885,2025-02-01T00:00:00,23:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR: TRANSPORTE POR APP,ES,VILA VELHA,ATAIDE,S/I,VIA PÚBLICA,AUTOMÓVEL,Renault,CLIO EXP 10 16VH,VERMELHO
93,56785321,2025-02-01T00:00:00,20:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: C RESTRIÇÃO DE LIBERDADE DA VÍTIMA,ES,BOA ESPERANCA,ZONA RURAL,ES-315,RESIDÊNCIA,CAMINHONETE,TOYOTA,HILUX CD4X4 SRV,BRANCO
94,56785321,2025-02-01T00:00:00,20:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: C RESTRIÇÃO DE LIBERDADE DA VÍTIMA,ES,BOA ESPERANCA,ZONA RURAL,ES-315,RESIDÊNCIA,CAMINHÃO,VOLVO,VM 270 6X2R,BRANCO
95,56785321,2025-02-01T00:00:00,20:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: C RESTRIÇÃO DE LIBERDADE DA VÍTIMA,ES,BOA ESPERANCA,ZONA RURAL,ES-315,RESIDÊNCIA,MOTOCICLETA,HONDA,POP 110I,VERMELHO
96,56785593,2025-02-01T00:00:00,00:00:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,GUARAPARI,MUQUICABA,AVENIDA EWERSON DE ABREU SODRÉ,COMÉRCIO,S/I,OGGI,Mountair nike,S/I
97,56785650,2025-02-01T00:00:00,12:44:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,GUARAPARI,MUQUICABA,ONIBUS,OUTRO LOCAL,S/I,SAMSUNG,SAM GALAXY A236M PRETO,S/I
98,56785782,2025-02-01T00:00:00,09:28:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,AV PRIMEIRA AVENIDA,OUTRO LOCAL,S/I,SAMSUNG,GALAXY A10,S/I
99,56786089,2025-02-01T00:00:00,05:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,LINHARES,PONTAL DO IPIRANGA,AV NETUNO,VIA PÚBLICA,S/I,XIAOMI,POCO X6,S/I
100,56786103,2025-02-01T00:00:00,05:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,LINHARES,PONTAL DO IPIRANGA,AV. NETUNO,VIA PÚBLICA,S/I,XIAOMI,POCO X5 PRO,S/I
101,56786451,2025-02-01T00:00:00,11:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,COCAL,RUA 19,VIA PÚBLICA,S/I,MOTOROLA,MOTO G 30,S/I
102,56786731,2025-02-01T00:00:00,04:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,IUNA,CENTRO,AV.  VEREADIR BRAZ LOFEGO,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 150 FAN ESI,VERMELHO
103,56786899,2025-02-01T00:00:00,09:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,CONCEICAO DA BARRA,ZONA RURAL,AREA RURAL PONTO DO ANGELIM,RESIDÊNCIA,S/I,MOTOROLA,MOTO E13 GRAFITE,S/I
104,56787179,2025-02-01T00:00:00,21:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,SAO CRISTOVAO,RUA FLORENCIO FRANCISCO COSTA,RESIDÊNCIA,S/I,XIAOMI,S/I,S/I
105,56787183,2025-02-01T00:00:00,16:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,ZONA RURAL,ROD ROBERTO CALMON,RESIDÊNCIA,S/I,MOTOROLA,MOTO G24,S/I
106,56787224,2025-02-01T00:00:00,01:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,PIUMA,CENTRO,PRAÇA CENTRAL,VIA PÚBLICA,S/I,APPLE,XR,S/I
107,56787979,2025-02-01T00:00:00,19:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,ITACIBA,S/I,VIA PÚBLICA,S/I,SAMSUNG,A03,S/I
108,56789921,2025-02-01T00:00:00,21:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,AV SANTA LEOPOLDINA,VIA PÚBLICA,S/I,APPLE,IPHONE 14,S/I
109,56791298,2025-02-01T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,PONTAL DO IPIRANGA,S/I,VIA PÚBLICA,S/I,MOTOROLA,MOTO G 54 5G,S/I
110,56794353,2025-02-01T00:00:00,08:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,LAGOA FUNDA,RUA ALVORADA,VIA PÚBLICA,S/I,APPLE,11 PRO MAX BRANCO,S/I
111,56798020,2025-02-01T00:00:00,18:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,VITORIA,CENTRO,AV GERONIMO MONTEIRO,VIA PÚBLICA,S/I,SAMSUNG,GALAXY AO5,S/I
112,56814478,2025-02-01T00:00:00,23:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM VEÍCULO,ES,NOVA VENECIA,CENTRAL,KM 40,VEÍCULO,S/I,SAMSUNG,S/I,S/I
113,56815234,2025-02-01T00:00:00,16:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,JARDIM LIMOEIRO,S/I,VIA PÚBLICA,CAMINHÃO,SCANIA,R 440 A6X4,VERMELHO
114,56817071,2025-02-01T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,IBATIBA,CENTRO,CENTRO,VIA PÚBLICA,AUTOMÓVEL,MOTO,FABRIC.PROPRIA,VERDE
115,56819381,2025-02-01T00:00:00,20:56:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,FLEXAL II,S/I,VEÍCULO,S/I,OUTROS,S/I,S/I
116,56819381,2025-02-01T00:00:00,20:56:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,FLEXAL II,S/I,VEÍCULO,S/I,OUTROS,S/I,S/I
117,56819381,2025-02-01T00:00:00,20:56:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,FLEXAL II,S/I,VEÍCULO,S/I,OUTROS,S/I,S/I
118,56819381,2025-02-01T00:00:00,20:56:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,FLEXAL II,S/I,VEÍCULO,S/I,OUTROS,S/I,S/I
119,56826104,2025-02-01T00:00:00,00:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,ARACRUZ,CENTRO,S/I,VIA PÚBLICA,S/I,SAMSUNG,S/I,S/I
120,56826260,2025-02-01T00:00:00,11:23:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,SANTA MONICA,AV JOAO MENDES,OUTRO LOCAL,S/I,APPLE,IPHONE 12 64 G BRANCO,S/I
121,56857436,2025-02-01T00:00:00,11:37:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,PLANALTO DE CARAPINA,RUA SEVERINO ZANOL POME,COMÉRCIO,CAMINHONETE,VOLKSWAGEM,SAVEIRO,BRANCO
122,56887474,2025-02-01T00:00:00,08:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,NOVA ROSA DA PENHA,NO CONTORNO,TRANSP COLETIVO,S/I,SAMSUNG,GALAXY   A35 5G,S/I
123,58562403,2025-02-01T00:00:00,10:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,SERRA,CENTRO DA SERRA,29176120,RESIDÊNCIA,S/I,SAMSUNG,GALAXY A54 5G,S/I
124,56785261,2025-03-01T00:00:00,05:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,JARDIM BOA VISTA,RUA GOIAS,RESIDÊNCIA,S/I,XIAOMI,REDMI NOTE 12S,S/I
125,56786126,2025-03-01T00:00:00,04:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,CARIACICA,SAO JOAO BATISTA,RUA SÃO BENEDITO,VIA PÚBLICA,MOTOCICLETA,YAMAHA,FZ6 R,VERMELHO
126,56786278,2025-03-01T00:00:00,05:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,VILA VELHA,RESIDENCIAL COQUEIRAL,RUA VITORIA,VIA PÚBLICA,S/I,SAMSUNG,S/I,S/I
127,56786584,2025-03-01T00:00:00,03:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM VEÍCULO,ES,VILA VELHA,SANTOS DUMONT,RUA FRANCISCO ALVES,VIA PÚBLICA,AUTOMÓVEL,GM / CHEVROLET,S10,BRANCO
128,56787155,2025-03-01T00:00:00,09:30:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,SOTECO,S/I,COMÉRCIO,S/I,MONARK,POTY,S/I
129,56787354,2025-03-01T00:00:00,09:00:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,CACHOEIRO DE ITAPEMIRIM,LUIZ TINOCO FONSECA,RUA PACIFICO F F PEZZODIPANE,RESIDÊNCIA,S/I,DESCONHECIDA,INFANTIL AZUL,S/I
130,56787378,2025-03-01T00:00:00,08:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM TRANSPORTE COLETIVO,ES,VITORIA,BENTO FERREIRA,AV VITORIA,TRANSP COLETIVO,S/I,APPLE,IPHONE SE,S/I
131,56787631,2025-03-01T00:00:00,05:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,SANTOS DUMONT,S/I,VIA PÚBLICA,S/I,APPLE,IPHONE 11,S/I
132,56787640,2025-03-01T00:00:00,00:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,CIVIT II,AV. CENTRAL B,VIA PÚBLICA,S/I,SAMSUNG,GALAXI  A 15,S/I
133,56787640,2025-03-01T00:00:00,00:20:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,CIVIT II,AV. CENTRAL B,VIA PÚBLICA,AUTOMÓVEL,HYUNDAI,HB20S 1.0M 1.0M,BRANCO
134,56787809,2025-03-01T00:00:00,07:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,BANDEIRANTES,S/I,VIA PÚBLICA,S/I,SAMSUNG,A 10,S/I
135,56787880,2025-03-01T00:00:00,09:20:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,VITORIA,ENSEADA DO SUA,AV NOSSA SENHORA DOS NAVEGANTES,VIA PÚBLICA,AUTOMÓVEL,GM / CHEVROLET,MONZA,AZUL
136,56787914,2025-03-01T00:00:00,09:50:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,COBILANDIA,AV JOAO FRANCISCO GONCALVES,COMÉRCIO,S/I,OGGI,MASCULINA,S/I
137,56788509,2025-03-01T00:00:00,08:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,MUCURI,NÃO INFORMADA,VIA PÚBLICA,S/I,MOTOROLA,MOTO G30,S/I
138,56788858,2025-03-01T00:00:00,11:00:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,GUARAPARI,PRAIA DO MORRO,AVENIDA BEIRA MAR,COMÉRCIO,S/I,BIC 29X17 GTI ROMA 21,ARO 29,S/I
139,56788908,2025-03-01T00:00:00,06:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VILA MERLO,R. OSVALDO AZEVEDO,ESCOLA,S/I,SAMSUNG,SAMSUNG GALAXY A55 5G,S/I
140,56789323,2025-03-01T00:00:00,12:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,ALTO DA BOA VISTA,RUA PIO 12,VIA PÚBLICA,S/I,SAMSUNG,S/I,S/I
141,56789336,2025-03-01T00:00:00,02:10:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,VILA VELHA,NOVA ITAPARICA,RUA MANOEL DE ABREU,VIA PÚBLICA,AUTOMÓVEL,CHEVROLET,CORSA,BRANCO
142,56789950,2025-03-01T00:00:00,14:50:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,PEDRO CANARIO,CENTRO,AV ANTONIO GUEDES ALCOFORADO,VIA PÚBLICA,S/I,XIAOMI,S/I,S/I
143,56789954,2025-03-01T00:00:00,01:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,NOVO HORIZONTE,RUA JOÃO DE BARRO,VIA PÚBLICA,CAMINHONETE,TOYOTA,HILUX CDSRXA4FD,PRATA
144,56790214,2025-03-01T00:00:00,12:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,ALTO LAGE,S/I,REPARTICAO PUBLICA,S/I,XIAOMI,REDMI NOTE 11 AZUL,S/I
145,56790295,2025-03-01T00:00:00,15:18:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,SAO MATEUS,LITORANEO,NAO INFORMADO,VIA PÚBLICA,CAMINHONETE,FIAT,STRADA ADVENTURE CD,BRANCO
146,56790626,2025-03-01T00:00:00,05:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,NA RUA DA LOJA BONLAR MÓVEIS E ELETRODOMÉSTICOS,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A25 5 G COR AZUL,S/I
147,56791041,2025-03-01T00:00:00,12:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SERRA,CIVIT II,AV. ELDER SCHERRER  SOUZA,HOSPITAL,MOTOCICLETA,HONDA,CG 160 FAN,PRETO
148,56791468,2025-03-01T00:00:00,03:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SAO MATEUS,FATIMA,AV JOSE TOZZI,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 FAN ESDI,PRETO
149,56791579,2025-03-01T00:00:00,17:14:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,LINHARES,CENTRO,AV NOGUEIRA DA GAMA,COMÉRCIO,S/I,APPLE,IPHONE PRO MAX 11,S/I
150,56791623,2025-03-01T00:00:00,15:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,SAO MATEUS,ZONA RURAL,LITORANEO A LAJINHA,VIA PÚBLICA,AUTOMÓVEL,FIAT,STRADA ADVENTURE CD,BRANCO
151,56792957,2025-03-01T00:00:00,18:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,COLATINA,OPERARIO,RUA ANTONIO DAMIANI,RESIDÊNCIA,S/I,MOTOROLA,MOTO G34 5G,S/I
152,56793146,2025-03-01T00:00:00,06:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,CENTRO VILA VELHA,RUA LUCIANO DAS NEVES,VIA PÚBLICA,S/I,MOTOROLA,MOTO G24,S/I
153,56793351,2025-03-01T00:00:00,20:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: CICLOMOTOR,ES,CARIACICA,CAMPO BELO,LESTE OESTE,VIA PÚBLICA,S/I,MOTOROLA,MOTO G 22,S/I
154,56793351,2025-03-01T00:00:00,20:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: CICLOMOTOR,ES,CARIACICA,CAMPO BELO,LESTE OESTE,VIA PÚBLICA,MOTOCICLETA,HONDA,NXR160 BROS ESDD,PRETO
155,56794505,2025-03-01T00:00:00,19:00:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DE ITAPARICA,AVENIDA SATURNINO RANGEL MAURO,COMÉRCIO,S/I,INOW,v20 brake,S/I
156,56794505,2025-03-01T00:00:00,19:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DE ITAPARICA,AVENIDA SATURNINO RANGEL MAURO,COMÉRCIO,S/I,APPLE,IPHONE 12,S/I
157,56794860,2025-03-01T00:00:00,21:30:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,VITORIA,JARDIM DA PENHA,AV DANTE MICHELINE,VIA PÚBLICA,CICLOMOTOR,HONDA,XRE 190,CINZA
158,56796296,2025-03-01T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,ARACRUZ,CENTRO,AV VENANCIO FLORES,COMÉRCIO,S/I,OUTROS,TCL201,S/I
