_id,Nº OCORRENCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,IDADE,GENERO,COR,MUNICIPIO,BAIRRO,LOGRADOURO,TIPO LOCAL
1,56767335,2025-01-01T00:00:00,09:04,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,45,1 - Masculino,Parda,VILA VELHA,JARDIM GUARANHUNS,RUA SETE,Domicílio
2,56766901,2025-01-01T00:00:00,07:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,39,1 - Masculino,Parda,LINHARES,PONTAL DO IPIRANGA,RUA DO SOL,Terreno Baldio / Construção / Mata
3,56765845,2025-01-01T00:00:00,04:17,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,44,1 - Masculino,Parda,VILA VELHA,BARRAMARES,AV SAO JOSE,Via Pública
4,56764736,2025-01-01T00:00:00,01:08,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,DIVINO DE SAO LOURENCO,PATRIMONIO DA PENHA,RUA NÃO CADASTRADA,Via Pública
5,56775700,2025-02-01T00:00:00,08:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,VIANA,SOTECO,RUA MARIA SOARES DE JESUS,Via Pública
6,56794431,2025-03-01T00:00:00,22:32,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Branca,SERRA,VILA NOVA DE COLARES,RUA JAU,Via Pública
7,56793875,2025-03-01T00:00:00,22:35,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,40,2 - Feminino,Negra,SERRA,CENTRAL CARAPINA,RUA NÃO CADASTRADA,Via Pública
8,56784813,2025-03-01T00:00:00,01:04,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,44,1 - Masculino,Parda,BOA ESPERANÇA,ZONA RURAL,RUA NÃO CADASTRADA,Estabelecimento Comercial
9,56813270,2025-05-01T00:00:00,23:25,CRIMES CONTRA A PESSOA,Feminicídio,ES,19,2 - Feminino,Parda,SERRA,JOSE DE ANCHIETA,AV CORSANTO,Domicílio
10,56812147,2025-05-01T00:00:00,20:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Branca,SOORETAMA,CENTRO,AV VISTA ALEGRE,Estabelecimento Comercial
11,56802341,2025-05-01T00:00:00,19:30,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Parda,CARIACICA,JARDIM BOTANICO,RUA ANCHIETA,Estabelecimento Comercial
12,56807241,2025-05-01T00:00:00,10:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,49,1 - Masculino,Branca,FUNDAO,CENTRO,RUA CANDIDO VIEIRA,Domicílio
13,56806690,2025-05-01T00:00:00,08:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,51,2 - Feminino,Parda,SERRA,LARANJEIRAS VELHA,AV CEL MANOEL NUNES,Estabelecimento Industrial
14,56817365,2025-06-01T00:00:00,12:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,2 - Feminino,Branca,CARIACICA,PADRE GABRIEL,RUA DOS TRABALHADORES,Via Pública
15,56814802,2025-06-01T00:00:00,08:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,CARIACICA,RETIRO SAUDOSO,RUA SANTA ROSA,Via Pública
16,56844279,2025-09-01T00:00:00,00:57,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,LINHARES,NOVA BETHANIA,AV MARIA DEOCLECIO BARBOSA,Via Pública
17,56860264,2025-10-01T00:00:00,15:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,VILA VELHA,RIO MARINHO,RUA REGENCIA,Via Pública
18,56854928,2025-10-01T00:00:00,06:30,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Parda,MARATAIZES,ACAPULCO,AV ESPINHA DE PEIXE,Unidade Prisional
19,56873705,2025-11-01T00:00:00,22:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Parda,VITORIA,ESTRELINHA,RUA OITO DE JULHO,Domicílio
20,56865617,2025-11-01T00:00:00,02:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,ALEGRE,RIVE,BR 482,Estabelecimento Comercial
21,56879402,2025-12-01T00:00:00,14:54,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,51,1 - Masculino,Parda,VITORIA,CONQUISTA,RUA MANOEL MARTINS DE OLVIEIRA,Terreno Baldio / Construção / Mata
22,56876860,2025-12-01T00:00:00,09:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,SERRA,BALNEARIO DE CARAPEBUS,RUA IPE,Terreno Baldio / Construção / Mata
23,56891956,2025-01-13T00:00:00,19:32,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Branca,VITORIA,ROMAO,ESC CHRISTOVAO XIMENES,Via Pública
24,56890197,2025-01-13T00:00:00,16:22,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Branca,JAGUARE,SAO ROQUE,RUA NÃO CADASTRADA,Domicílio
25,56884341,2025-01-13T00:00:00,04:34,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Branca,CARIACICA,PORTO BELO,RUA DAS ACACIAS,Via Pública
26,56884078,2025-01-13T00:00:00,02:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,COLATINA,QUINZE DE OUTUBRO,ES 080,Via Pública
27,56902652,2025-01-14T00:00:00,23:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,BAIXO GUANDU,MASCARENHAS,AVENIDA GETULIO VARGAS,Domicílio
28,56901808,2025-01-14T00:00:00,20:58,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Parda,VITORIA,JUCUTUQUARA,AV PAULINO MULLER,Via Pública
29,56901604,2025-01-14T00:00:00,20:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Parda,GOVERNADOR LINDENBERG,NOVA BRASILIA,RUA MANUEL PAULINO,Domicílio
30,56901604,2025-01-14T00:00:00,20:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,GOVERNADOR LINDENBERG,NOVA BRASILIA,RUA MANUEL PAULINO,Domicílio
31,56909666,2025-01-15T00:00:00,18:05,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,48,1 - Masculino,Parda,SAO MATEUS,GURIRI,RUA BOA ESPERANCA,Via Pública
32,56912861,2025-01-16T00:00:00,04:54,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,VITORIA,VILA RUBIM,RUA DR JOAO DOS SANTOS NEVES,Via Pública
33,56929106,2025-01-17T00:00:00,17:42,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,39,1 - Masculino,Branca,VITORIA,GRANDE VITORIA,RUA PRESIDENTE,Via Pública
34,56928490,2025-01-17T00:00:00,16:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Branca,SERRA,CENTRAL CARAPINA,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
35,56940857,2025-01-18T00:00:00,22:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Parda,VITORIA,COMDUSA,RUA CLERIO FALCAO,Domicílio
36,56939651,2025-01-18T00:00:00,21:32,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,28,1 - Masculino,Parda,VITORIA,SAO JOSE,RUA CENTRAL,Via Pública
37,56930808,2025-01-18T00:00:00,21:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,CACHOEIRO DE ITAPEMIRIM,AEROPORTO,RUA JOAO PANCIN,Domicílio
38,56939610,2025-01-18T00:00:00,19:47,CRIMES CONTRA A PESSOA,Feminicídio,ES,40,2 - Feminino,Parda,COLATINA,NOSSA SENHORA APARECIDA,RUA ADALBERTO RIBEIRO,Domicílio
39,56939571,2025-01-18T00:00:00,19:42,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,40,1 - Masculino,Parda,SAO JOSE DO CALCADO,ALTO CALCADO,RUA ACENDINO NUNES DE CARVALHO,Via Pública
40,56937529,2025-01-18T00:00:00,16:07,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Negra,RIO BANANAL,SANTA HELENA,RUA NÃO CADASTRADA,Via Pública
41,56950610,2025-01-19T00:00:00,22:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,ARACRUZ,SEGATO,RUA WILSON ROGERIO S LOUREIRO,Via Pública
42,56947417,2025-01-19T00:00:00,17:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,CARIACICA,CAMPO VERDE,RUA ESMERALDAS,Via Pública
43,56947417,2025-01-19T00:00:00,17:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,CARIACICA,CAMPO VERDE,RUA ESMERALDAS,Via Pública
44,56947262,2025-01-19T00:00:00,16:13,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,49,1 - Masculino,Parda,LINHARES,RIO QUARTEL,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
45,56945209,2025-01-19T00:00:00,12:11,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Parda,VILA VELHA,RESIDENCIAL JABAETE,AV SILAS CRESPO,Terreno Baldio / Construção / Mata
46,56944574,2025-01-19T00:00:00,10:40,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Branca,VIANA,MARCILIO DE NORONHA,AV SAO PAULO,Estabelecimento Comercial
47,56944595,2025-01-19T00:00:00,10:39,CRIMES CONTRA A PESSOA,Feminicídio,ES,50,2 - Feminino,Parda,MARECHAL FLORIANO,SOÍDO DE BAIXO,x,Domicílio
48,56942331,2025-01-19T00:00:00,01:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,FUNDAO,CENTRO,RUA ANTONIO PINTO LOUREIRO,Praça / Parques / Área Pública
49,56956123,2025-01-20T00:00:00,14:08,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,LINHARES,SANTA CRUZ,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
50,56955955,2025-01-20T00:00:00,13:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,49,1 - Masculino,Parda,ITARANA,ZONA RURAL,ROD ES261,Via Pública
51,56952123,2025-01-20T00:00:00,07:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Negra,ARACRUZ,CUPIDO,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
52,56951788,2025-01-20T00:00:00,04:51,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Negra,ARACRUZ,CAIEIRA VELHA,RUA NÃO CADASTRADA,Via Pública
53,56970979,2025-01-21T00:00:00,23:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Parda,BARRA DE SAO FRANCISCO,IRMAOS FERNANDES,AV JONES SANTOS NEVES,Via Pública
54,56969867,2025-01-21T00:00:00,20:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Negra,COLATINA,VILA AMELIA,RUA CRISTOVAO COLOMBO,Via Pública
55,56969239,2025-01-21T00:00:00,19:27,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,1 - Masculino,Negra,SAO MATEUS,SAO BENEDITO,RUA SANTA EFIGENIA,Via Pública
56,56965044,2025-01-21T00:00:00,12:40,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,45,1 - Masculino,Branca,VILA VELHA,COBI DE BAIXO,RUA PRINCIPAL,Via Pública
57,56981450,2025-01-22T00:00:00,21:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,MONTANHA,SAO SEBASTIAO DO NORTE,RUA SAO SEBASTIAO,Domicílio
58,56979199,2025-01-22T00:00:00,17:40,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Branca,SAO MATEUS,ZONA RURAL,RUA NÃO CADASTRADA,Via Pública
59,56983205,2025-01-23T00:00:00,03:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Negra,VILA VELHA,GUARANHUNS,RUA ONZE,Via Pública
60,57002351,2025-01-24T00:00:00,16:31,CRIMES CONTRA A PESSOA,Feminicídio,ES,44,2 - Feminino,Parda,SERRA,DAS LARANJEIRAS,RUA SAO LUCAS,Domicílio
61,56994184,2025-01-24T00:00:00,00:38,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,LINHARES,SANTA CRUZ,RUA FABRIZIO BARBOSA GONCALVES,Domicílio
62,57011710,2025-01-25T00:00:00,16:37,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,SOORETAMA,SALVADOR,RUA IPE AMARELO,Domicílio
63,57007405,2025-01-25T00:00:00,08:22,CRIMES CONTRA A PESSOA,Feminicídio,ES,49,2 - Feminino,Parda,ITAPEMIRIM,ROSA MEIRELES,X,Domicílio
64,57024737,2025-01-26T00:00:00,23:07,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,SAO MATEUS,SAO BENEDITO,AV. INDUSTRIAL STERWESSON BIGOSSI DE OLI,Terreno Baldio / Construção / Mata
65,57024510,2025-01-26T00:00:00,22:32,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Branca,VILA VELHA,PONTA DA FRUTA,AV JUDITE GOMES COUTINHO,Via Pública
66,57018123,2025-01-26T00:00:00,09:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Branca,SAO MATEUS,VITORIA,AV SOL,Via Pública
67,57018585,2025-01-26T00:00:00,10:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,0,2 - Feminino,Parda,LINHARES,SANTA CRUZ,RUA GUILHERME BARONE NETTO,Via Pública
68,57015723,2025-01-26T00:00:00,00:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,LINHARES,SANTA CRUZ,RUA ESTEVAO FRINHAN,Via Pública
69,57015723,2025-01-26T00:00:00,00:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,LINHARES,SANTA CRUZ,RUA ESTEVAO FRINHAN,Via Pública
70,57026069,2025-01-27T00:00:00,06:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,53,1 - Masculino,Parda,NOVA VENECIA,MUNICIPAL,RUA MIGUEL SALVADOR,Domicílio
71,57025666,2025-01-27T00:00:00,03:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Negra,SERRA,ALTEROSAS,RUA NATAL,Domicílio
72,57025412,2025-01-27T00:00:00,01:27,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Branca,CARIACICA,JARDIM BOTANICO,RUA VOLTA REDONDA,Via Pública
73,57043973,2025-01-28T00:00:00,19:42,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,AGUA DOCE DO NORTE,VILA ESPERANCA,RUA DE PAULA BRETAS,Via Pública
74,57041496,2025-01-28T00:00:00,15:47,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,2 - Feminino,Parda,LINHARES,NOVA ESPERANCA,RUA TIPUANA,Via Pública
75,57041131,2025-01-28T00:00:00,10:45,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, ,1 - Masculino,Negra,SERRA,JACARAIPE,RUA NÃO CADASTRADA,Via Pública
76,57039770,2025-01-28T00:00:00,12:55,CRIMES CONTRA A PESSOA,Feminicídio,ES,29,2 - Feminino,Parda,GUARAPARI,ADALBERTO SIMAO NADER,RUA S, 
77,57046156,2025-01-29T00:00:00,02:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,BARRA DE SAO FRANCISCO,COLINA,RUA JOAO PESSOA,Via Pública
78,57050960,2025-01-29T00:00:00,18:49,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Parda,SOORETAMA,SALVADOR,RUA IPE AMARELO,Via Pública
79,57065038,2025-01-30T00:00:00,18:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,6,1 - Masculino,Parda,VILA VELHA,RESIDENCIAL JABAETE,AV FRANCO,Domicílio
80,57086889,2025-01-02T00:00:00,20:38,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Negra,SAO GABRIEL DA PALHA,GUSTAVO BOONE,RUA MAXIMILIANO DA SILVA COSTA,Via Pública
81,57089315,2025-02-02T00:00:00,02:01,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,2 - Feminino,Parda,SERRA,SAO GERALDO,RUA NÃO CADASTRADA,Via Pública
82,57088559,2025-02-02T00:00:00,00:03,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,CARIACICA,SANTO ANTONIO,AV PRINCIPAL,Via Pública
83,57088559,2025-02-02T00:00:00,23:57,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,CARIACICA,SANTO ANTONIO,AV PRINCIPAL,Via Pública
84,57107842,2025-03-02T00:00:00,21:59,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Parda,VITORIA,SANTO ANTONIO,AV DARIO LOURENCO DE SOUZA,Via Pública
85,57107842,2025-03-02T00:00:00,21:59,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,2 - Feminino,Negra,VITORIA,SANTO ANTONIO,AV DARIO LOURENCO DE SOUZA,Via Pública
86,57116097,2025-04-02T00:00:00,18:06,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Branca,COLATINA,AYRTON SENNA,RUA JOAO BATISTA DO VALE,Praça / Parques / Área Pública
87,57115594,2025-04-02T00:00:00,17:13,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,34,1 - Masculino,Parda,VIANA,MARCILIO DE NORONHA,RUA CAMPOS DOO JORDAO,Domicílio
88,57109756,2025-04-02T00:00:00,07:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, ,1 - Masculino,Branca,VARGEM ALTA,SUMIDOURO,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
89,57127793,2025-05-02T00:00:00,21:14,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,3,1 - Masculino,Parda,CARIACICA,ORIENTE,RIA JOSE VIEIRA DE MORAIS,Domicílio
90,57126828,2025-05-02T00:00:00,19:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Parda,VILA VELHA,COBI DE CIMA,TRAVESSA PINARE,Via Pública
91,57076858,2025-05-02T00:00:00,10:24,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Branca,SERRA,VISTA DA SERRA II,RUA FIGUEIRAS,Via Pública
92,57119145,2025-05-02T00:00:00,02:06,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, ,1 - Masculino, ,SAO MATEUS,CENTRO,AV JOSE TOZZI,Via Pública
93,57129931,2025-06-02T00:00:00,07:49,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, ,2 - Feminino,Parda,SAO MATEUS,GURIRI,RUA SETE,Terreno Baldio / Construção / Mata
94,57129554,2025-06-02T00:00:00,06:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Branca,IBIRACU,ELIAS BRAGATO,RUA SEBASTIAO ANTONIO ARAUJO,Via Pública
95,57129256,2025-06-02T00:00:00,03:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,48,1 - Masculino,Parda,CARIACICA,NOVO BRASIL,RUA RIO GRANDE DO NORTE,Via Pública
96,57129195,2025-06-02T00:00:00,03:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Amarela,PIUMA,CENTRO,RUA NÃO CADASTRADA,Outros Locais
97,57157726,2025-08-02T00:00:00,20:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Negra,NOVA VENECIA,ZONA RURAL,RUA NÃO CADASTRADA,Via Pública
98,57166940,2025-09-02T00:00:00,21:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Parda,VILA VELHA,ILHA DOS AYRES,RUA ARISTIDES LOBO,Domicílio
